I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
327.8606756940171,599.4499707358063,271.25165770799686,-466.3888713729575,35.988658632921215,430.8286301880735,-357.462505064168,-478.55045277973295,-240.76887872994303,239.34247196483648,882.1765333365474,1067.653514773675
322.9067060999914,632.4794543533117,310.42815441079074,-480.80916823979624,12.669778360899727,466.7921016470209,-379.64287166238864,-530.853612184741,-314.2589025318848,181.08104092825488,862.2661043533226,1079.6116730284411
314.0006056312959,666.7857870566695,355.71201955921424,-494.1128141916106,-15.724044867326484,506.96465420796494,-403.76281258187373,-589.2485886422819,-398.01104086128544,113.07794768158237,834.2978154189232,1087.9189255210658
300.6336853514549,700.8810098819886,405.5866085456564,-505.1710037584744,-48.48607610088584,549.3682296116585,-427.59841491943007,-650.598028012866,-489.818972883073,36.74066586633853,799.7807734636244,1091.6932959630149
280.23815854431086,728.4264575636316,455.0864389845992,-509.3564299153604,-84.4498136517559,588.2700895638773,-447.91585577564,-707.6374218759393,-581.4097073524863,-44.94505913143803,757.8172041376183,1083.8632827039037
252.28970659235165,744.8095407750334,499.11935740223817,-504.5190293406122,-121.88950437219592,618.9192447885603,-462.41683665838355,-754.104795461275,-663.5601987520404,-124.78800680732274,708.4828734572411,1061.1389235892248
220.19732094327628,750.0978849832427,536.0989312236379,-492.4788965078442,-157.14854281048883,640.3643200313436,-470.7638303288386,-788.7146024504036,-733.861340075915,-196.38018457258113,656.1273532810619,1028.2638043359148
188.94192981334527,747.8059297516884,565.3619868971928,-477.2451990394529,-187.24951127250552,654.9873433594084,-473.6003225738241,-813.0481478226902,-791.8187190767294,-257.09271737546806,606.447834802033,993.9609916009149
160.3717107882385,740.9917290361864,586.7799937010805,-460.36216581746885,-212.41072512444316,663.0672540884971,-472.5101483331782,-827.5548637085794,-836.3608709061482,-306.55009650104876,562.5499501325558,960.1930668208715
131.84099920602966,730.2534491493661,602.8371509052959,-439.93810639309686,-234.55521679247977,665.9859416829904,-467.9021435244722,-833.0012726741497,-868.1045731951344,-345.9010308612087,525.3176640870042,923.9030931005354
101.82715752637523,715.0088710615601,615.4281783313327,-415.7234298316034,-254.9583496744981,664.2801246171884,-460.822634710632,-830.9955024824376,-888.9419832128679,-376.48159253139875,489.96461866659047,882.8146370054683
69.40161278989035,694.4937326722193,625.7847287905879,-388.1712657287935,-274.9636647971847,658.9952357091684,-452.6013808263815,-823.8612343733348,-901.9780875974266,-400.66253876067094,453.1809179743814,835.629066345834
34.505776977181085,669.3230933523428,634.200140512854,-357.92579276944525,-295.397874310157,650.6853987820223,-443.19825852425856,-811.1010039396915,-908.984807286628,-419.9840083487088,412.2249641988128,781.2224256717464
-3.246990942152479,638.1389406703438,641.2725094761227,-324.13900913952693,-316.70477812667923,638.545713286218,-431.07376963677234,-791.5120841961161,-911.7745690410011,-436.962442074293,364.5952446280962,717.7865862782137
-45.970195158664865,600.5730579767314,648.2558323959001,-284.3454121949726,-341.0715112658818,622.8655425920379,-415.8310004333125,-764.5031249938456,-911.6665109011901,-455.51512314725096,306.6795102133092,641.0106797703647
